Dates,Within 6 Months,Within 12 Months,Within 24 Months,Recession
date,number,number,number,number
2007-08-01,0.17227221044374919,0.4208865279337245,0.7373632256623267,-1
2007-09-01,0.17169593191613172,0.4061132478362041,0.719354043493728,-1
2007-10-01,0.15966023389769216,0.3702966243505325,0.6786038130071245,-1
2007-11-01,0.17413354211365392,0.3627289175260916,0.6612113706574153,-1
2007-12-01,0.17625646435197412,0.33923069204561185,0.623384945137448,100
2008-01-01,0.23526040789806058,0.37091053900592963,0.6308728825593498,100
2008-02-01,0.30518959753694513,0.3938633036780581,0.6241116272372096,100
2008-03-01,0.3606399177167712,0.40469859692208554,0.5985074638189158,100
2008-04-01,0.347916930916891,0.36754046397010837,0.5281308299889091,100
2008-05-01,0.37212760535051337,0.3606626809448593,0.4871452997695433,100
2008-06-01,0.4346369323112753,0.3868570283158208,0.47596100313517975,100
2008-07-01,0.49444336879242046,0.418831929885619,0.4774805641443376,100
2008-08-01,0.5478483636674427,0.4618282969383213,0.497984863831264,100
2008-09-01,0.6188259876013507,0.5391774186559748,0.5583620976355224,100
2008-10-01,0.6672941572136711,0.5969207369175042,0.5927989789189674,100
2008-11-01,0.6819423175162511,0.6188929130684475,0.5842931658220576,100
2008-12-01,0.6828829507953964,0.6124699499118458,0.554486691033323,100
2009-01-01,0.6986139131911686,0.6090289308787935,0.5417140683702806,100
2009-02-01,0.6991655033377784,0.606529314219497,0.5410027297594309,100
2009-03-01,0.6979576613345561,0.5952203658831717,0.5244565450673503,100
2009-04-01,0.7154964595779754,0.6116561286698468,0.5286073364135487,100
2009-05-01,0.7075725509391801,0.6164618417915723,0.5293357475263762,100
2009-06-01,0.6003929778219952,0.542584015155308,0.47291424757669087,100
2009-07-01,0.4822385783027504,0.4451022083297017,0.39562834892912596,-1
2009-08-01,0.38694970362177544,0.3673866635374726,0.3381046674469412,-1
2009-09-01,0.3083732670413836,0.2971255265054254,0.2814048263034559,-1
2009-10-01,0.2451865337678382,0.23830268962486528,0.2326298908988983,-1
2009-11-01,0.19469881161424418,0.18998565085518107,0.18952031726058322,-1
2009-12-01,0.154618661330942,0.151835726057713,0.1570656165093957,-1
2010-01-01,0.12281249623791367,0.12218622374746343,0.1359903168361739,-1
2010-02-01,0.0976161395957646,0.0994711342952598,0.12159156516061516,-1
2010-03-01,0.07757081206153314,0.08057371366376256,0.1066099711723173,-1
2010-04-01,0.061642298494865654,0.06507767746371464,0.09259902311788248,-1
2010-05-01,0.04901231484444245,0.05271378568918622,0.08042028137608806,-1
2010-06-01,0.03902335103577946,0.04293367766398089,0.07122286196817362,-1
2010-07-01,0.03110227407226967,0.03507262253638061,0.06228426951286302,-1
2010-08-01,0.025126013043291328,0.030043912080557643,0.05871988324972975,-1
2010-09-01,0.021790386917460568,0.029815965689263993,0.06465963029876617,-1
2010-10-01,0.01821779284313558,0.027007065186441866,0.06782640788825911,-1
2010-11-01,0.015597464922642381,0.025167934322203357,0.07116750224332914,-1
2010-12-01,0.012832534876526585,0.0219039862721816,0.06881520868748175,-1
2011-01-01,0.010326207027618604,0.018222398129870504,0.06225105445575611,-1
2011-02-01,0.008523006674116387,0.01609856713338821,0.06105967388842462,-1
2011-03-01,0.007155567656278322,0.014535564784013445,0.060744463952646405,-1
2011-04-01,0.005988776872124634,0.012988402200959398,0.05862021808322321,-1
2011-05-01,0.004876696127572349,0.011074837266334094,0.05306750990381873,-1
2011-06-01,0.0040202085576671745,0.009848720795953522,0.051175449790814544,-1
2011-07-01,0.003548206344984052,0.009688212317333031,0.05391768843925849,-1
2011-08-01,0.0032093815443064166,0.009600329088535569,0.056475224621138506,-1
2011-09-01,0.006735254902118687,0.018154454013621004,0.08023672512769492,-1
2011-10-01,0.0100593857436999,0.02658704855291693,0.10135763121168617,-1
2011-11-01,0.010782177562084218,0.029469827240496252,0.11376869233452575,-1
2011-12-01,0.013875301171953895,0.03578067900909363,0.1265959888002539,-1
2012-01-01,0.016717449834356787,0.040569812452894254,0.13034634285507501,-1
2012-02-01,0.017065172005531544,0.04096650093504952,0.12748016467192208,-1
2012-03-01,0.016412319824671676,0.039450594300286114,0.12181992809276497,-1
2012-04-01,0.01535659286509852,0.03735014129008223,0.11754895928613093,-1
2012-05-01,0.02329428452790611,0.04888988270491794,0.13363680976833764,-1
2012-06-01,0.031248076263197515,0.06185851680309774,0.15331669151067065,-1
2012-07-01,0.03515636160893946,0.0702168557674777,0.16728052699899393,-1
2012-08-01,0.031076460584549454,0.06560268344769703,0.16281519466824687,-1
2012-09-01,0.025211556502020525,0.05543144202581024,0.15155250833938427,-1
2012-10-01,0.022650555429438782,0.05442880829863493,0.16564672777125516,-1
2012-11-01,0.022779942430628607,0.05918030712981693,0.18905550382208386,-1
2012-12-01,0.027114265491457644,0.07329103409056371,0.2267892326798413,-1
2013-01-01,0.023502348906684296,0.06674108528927389,0.22127552056865957,-1
2013-02-01,0.019658304666355694,0.057553670165332145,0.20399155478135234,-1
2013-03-01,0.016237767859036252,0.0489142737552532,0.185355729477597,-1
2013-04-01,0.014154807443602842,0.04457807316582372,0.17916518010889224,-1
2013-05-01,0.011744548377238683,0.038778926673161414,0.1667416878706219,-1
2013-06-01,0.009916398939050388,0.03420884861611482,0.15789538713600793,-1
2013-07-01,0.00811440609527111,0.02895828899138251,0.1437862868330341,-1
2013-08-01,0.006866542415457827,0.025603115299679298,0.13803767717857685,-1
2013-09-01,0.005885886392283548,0.02307613317588535,0.13435854892924462,-1
2013-10-01,0.004954646008949299,0.02063536317396243,0.1293153584798522,-1
2013-11-01,0.004114321181477299,0.018096482320711045,0.1213758106488838,-1
2013-12-01,0.003416809130405269,0.01592141544891007,0.1143265804696575,-1
2014-01-01,0.00299493187788696,0.01460430973265156,0.11051724424614548,-1
2014-02-01,0.002650719353358073,0.01361144748180139,0.10736657723347151,-1
2014-03-01,0.0026709807563715386,0.014200587517925871,0.11177789820970907,-1
2014-04-01,0.002490225395378553,0.013661542873683725,0.11019760050125581,-1
2014-05-01,0.0022458145288254106,0.012796381040911797,0.10723577630233622,-1
2014-06-01,0.0019674914464152538,0.011676023588531132,0.10150840421545432,-1
2014-07-01,0.0018565526362609695,0.01103206209331063,0.09657187484674222,-1
2014-08-01,0.0016902180665093378,0.010198076624971967,0.08971269975005057,-1
2014-09-01,0.0017207080216608342,0.010041100234919506,0.08560091430827231,-1
2014-10-01,0.0017474333507429213,0.009794061558768967,0.0812477853094459,-1
2014-11-01,0.0018540777284826206,0.009972925872509907,0.0798377810914842,-1
2014-12-01,0.0019068537697981035,0.009868332519343827,0.07695352347507563,-1
2015-01-01,0.002111515954269112,0.010274996475076938,0.0755245951452637,-1
2015-02-01,0.0025755257515273555,0.011666536852047249,0.0774657398138055,-1
2015-03-01,0.0031040553591405893,0.013357168292611717,0.08127288196330316,-1
2015-04-01,0.003898046713538133,0.015667538280833438,0.08697567667258649,-1
2015-05-01,0.0048373765725363265,0.018237947541315157,0.09342312391678786,-1
2015-06-01,0.00691392261506049,0.023640380123342193,0.10984921158127567,-1
2015-07-01,0.006658654141239675,0.023241749934809947,0.1117134659528288,-1
2015-08-01,0.008937071549176206,0.028384490058394628,0.12657749552071712,-1
2015-09-01,0.0176197775188594,0.04417638785948853,0.1607870921999945,-1
2015-10-01,0.017504244528253277,0.04499680894084869,0.1642864880815857,-1
2015-11-01,0.017377317615759304,0.045518122463253166,0.16671207537934238,-1
2015-12-01,0.01611273709337081,0.04319348547267187,0.16330687159208052,-1
2016-01-01,0.015380323129791564,0.042255726318823864,0.1654382298123128,-1
2016-02-01,0.023101446460098707,0.056557700114732844,0.20098185162392435,-1
2016-03-01,0.025744998687621645,0.06405303874125053,0.2216923135380378,-1
2016-04-01,0.02708785339700366,0.06808245396233567,0.23280921178196728,-1
2016-05-01,0.027189539171672293,0.06956142300689512,0.24089996168343536,-1
2016-06-01,0.032165711400676165,0.0797827733219612,0.2604587323663502,-1
2016-07-01,0.0444193840989469,0.10188428839084057,0.2893583639959066,-1
2016-08-01,0.04521238595033525,0.10678040253601727,0.29983361660694663,-1
2016-09-01,0.03879555436854699,0.0965441652500844,0.2858049954470674,-1
2016-10-01,0.03896521011127903,0.09716112178548075,0.2892613898852445,-1
2016-11-01,0.03720336224315478,0.0955447530934829,0.2927844564271176,-1
2016-12-01,0.03266077011075004,0.08804464793655313,0.2854569125419143,-1
2017-01-01,0.026796903977359558,0.07520614460857457,0.26410681492778265,-1
2017-02-01,0.021940845089027716,0.06479706665826017,0.2487512250239935,-1
2017-03-01,0.01894278839222968,0.060543180692989806,0.2541419592328803,-1
2017-04-01,0.017024095865348702,0.06016421984525003,0.27055291788086144,-1
2017-05-01,0.01515902515715831,0.05835783098532991,0.27899940574751303,-1
2017-06-01,0.013636887881749594,0.05679754082379454,0.28516217585536396,-1
2017-07-01,0.012462326410053438,0.056323664799976844,0.2955914849630062,-1
2017-08-01,0.011481920051617536,0.05690312082559222,0.3125433670352562,-1
2017-09-01,0.01030095905267395,0.055209560989237016,0.31823153169304663,-1
2017-10-01,0.009870612603884797,0.05851263979735029,0.3392475154189474,-1
2017-11-01,0.010932252017972276,0.06745760910029482,0.36914438138652,-1
2017-12-01,0.011850480204276833,0.07473223743294719,0.3875985388849661,-1
2018-01-01,0.010815512319153496,0.07185576361091912,0.3773971946074814,-1
2018-02-01,0.01140938147419481,0.07355842995238397,0.38101830880696325,-1
2018-03-01,0.012786689952052958,0.07852301265225586,0.39596219092802043,-1
2018-04-01,0.014804064028388533,0.08564654224697218,0.412297279706533,-1
2018-05-01,0.014580728791810705,0.08579208371052721,0.4194446988104029,-1
2018-06-01,0.014844451437289114,0.08787516886090166,0.4303638138758643,-1
2018-07-01,0.014761545014145776,0.08995565801082264,0.44214930743779995,-1
2018-08-01,0.014834116421298402,0.0942535154569309,0.4561485714099875,-1
2018-09-01,0.01596521129460882,0.10260209498035788,0.47669823338762396,-1
2018-10-01,0.028022579997820728,0.13471126372320258,0.5173300529518068,-1
2018-11-01,0.030799718574397936,0.14493261795459444,0.5390830045470114,-1
2018-12-01,0.07348883484873611,0.20624774849464478,0.5868943329841938,-1
2019-01-01,0.1042128295867839,0.25482644041091945,0.6207745195211447,-1
2019-02-01,0.10507885466723041,0.26825110426069115,0.6316821347915501,-1
2019-03-01,0.09594918079013832,0.2596004900907406,0.6204513934775726,-1
2019-04-01,0.0907038802601063,0.2627975836165253,0.6217082175124529,-1
2019-05-01,0.14709155976562943,0.3292188410278549,0.6532961446132115,-1
2019-06-01,0.17913609868221375,0.37567573601851223,0.6745271069516197,-1
2019-07-01,0.21842603424159945,0.4177793635251402,0.6872378012800818,-1
2019-08-01,0.2579786313105483,0.45229329706600346,0.6945208877096692,-1
2019-09-01,0.2955878857315374,0.47983341375903016,0.6907291960037261,-1
2019-10-01,0.27192960228727026,0.45633866351017466,0.6598996750304265,-1
2019-11-01,0.2463813586003752,0.419713200795011,0.6120957839002364,-1
2019-12-01,0.20109075657580672,0.35248957307904627,0.5379662632599373,-1
2020-01-01,0.1759070519631325,0.3190459371760931,0.5049186753353867,-1
2020-02-01,0.21286880327072666,0.3452494243087282,0.5134740734073807,-1
2020-03-01,0.3356287737089533,0.4351841947510961,0.557812607174306,-1
2020-04-01,0.45606564242181724,0.5255935477587009,0.5879866511416911,-1
